PK	NOMBRE	DESCRIPCION-ENTIDAD	HORARIO	EQUIPAMIENTO	TRANSPORTE	DESCRIPCION	ACCESIBILIDAD	CONTENT-URL	NOMBRE-VIA	CLASE-VIAL	TIPO-NUM	NUM	PLANTA	PUERTA	ESCALERAS	ORIENTACION	LOCALIDAD	PROVINCIA	CODIGO-POSTAL	BARRIO	DISTRITO	COORDENADA-X	COORDENADA-Y	LATITUD	LONGITUD	TELEFONO	FAX	EMAIL	TIPO	
4542523	Instalaci�n Deportiva Municipal B�sica Carri�n de los Condes			2 Pistas de petanca	Metro: ManoterasBus: 7 , 29 , 107 , 125 , 129		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e31bfdaa18e61110VgnVCM1000000b205a0aRCRD	TEMPLARIOS	PLAZA	V	4					MADRID	MADRID	28033	APOSTOL SANTIAGO	HORTALEZA	444201	4480819	40.47430169221348	-3.6595649567170168				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
5870186	Instalaci�n Deportiva Municipal B�sica Casa Campo			1 Pista de baloncesto	Metro: Lago.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=139cf80f8de5c210VgnVCM1000000b205a0aRCRD	CASA DE CAMPO	PARQUE	V	s/n				Explanada de la Casa de Campo	MADRID	MADRID	28011	CASA DE CAMPO	MONCLOA-ARAVACA	437549	4474462	40.4184340515621	-3.736143042995308				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
5869345	Instalaci�n Deportiva Municipal B�sica Casa Campo I Lago			1 Campo de f�tbol	Metro: Lago.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=89a00e5f50e5c210VgnVCM1000000b205a0aRCRD	CASA DE CAMPO	PARQUE	V	s/n				Explanada junto al lago	MADRID	MADRID	28011	CASA DE CAMPO	MONCLOA-ARAVACA	438167	4474692	40.41867020566187	-3.730157679235435				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
5869829	Instalaci�n Deportiva Municipal B�sica Casa Campo II Telef�rico			1 Campo de f�tbol	Metro: Lago.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=492b2a3349e5c210VgnVCM1000000b205a0aRCRD	CASA DE CAMPO	PARQUE	V	s/n				Subida al telef�rico-Pza. Cas�n	MADRID	MADRID	28011	CASA DE CAMPO	MONCLOA-ARAVACA	437527	4474968	40.42111772146607	-3.737716485663515				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
5869871	Instalaci�n Deportiva Municipal B�sica Casa Campo III			1 Campo de f�tbol	Bus: 41 , 75.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c5e42a3349e5c210VgnVCM1000000b205a0aRCRD	CASA CAMPO	PARQUE	V	S/N				Paseo Pi�oneros - junto a pir�mide	MADRID	MADRID	28008	CASA DE CAMPO	MONCLOA-ARAVACA	437758	4475580	40.42663911970955	-3.735065416489925				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
5870126	Instalaci�n Deportiva Municipal B�sica Casa Campo IV			1 Campo de f�tbol1 Campo de f�tbol 7	Bus: 41 , 46 , 75.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4887e5021ce5c210VgnVCM1000000b205a0aRCRD	CASA CAMPO	PARQUE	V	S/N				Junto a la M-30 a la altura del C.D.M. Jos� Mar�a Cagigal	MADRID	MADRID	28008	CASA DE CAMPO	MONCLOA-ARAVACA	437408	4476161	40.43184675866799	-3.739236682144013				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
4541755	Instalaci�n Deportiva Municipal B�sica Casalarreina			Pista polideportiva	Metro: Vic�lvaroBus: 4 , 100 , 106 , 130		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d1b04fbe3961110VgnVCM1000000b205a0aRCRD	CASALARREINA	CALLE	V	28					MADRID	MADRID	28032	AMBROZ	VICALVARO	448005	4473540	40.40897549865364	-3.6140942577626016				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4548779	Instalaci�n Deportiva Municipal B�sica Casino de la Reina			1 Pista Polideportiva1 Pista de Baloncesto	Metro: Embajadores , Lavapies.Bus: 27 , 34 , 36 , 41 , 60 , 119 , 148 , C.Renfe: Embajadores		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6739309c9bc91110VgnVCM2000000c205a0aRCRD	CASINO	CALLE	V	3					MADRID	MADRID	28005	EMBAJADORES	CENTRO	440350	4473373	40.40695673994099	-3.7042921115064322				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4579728	Instalaci�n Deportiva Municipal B�sica Castroserna			1 Campo de f�tbol (de tierra) Tenis de mesa	Metro: LuceroBus: 31 , 55 , 138		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ab5ec5543ea2110VgnVCM2000000c205a0aRCRD	CASTROSERNA	CALLE	V	2					MADRID	MADRID	28047	LUCERO	LATINA	436407	4472704	40.40251081513204	-3.7494274010896342				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
4584619	Instalaci�n Deportiva Municipal B�sica Cazorla			1 Pista de voleibol1 Pista de baloncesto	Bus: 24 , 102 , 103 , 111		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6fad7348de2c2110VgnVCM1000000b205a0aRCRD	CAMPILLO DE ARENAS	CALLE	V	3				c/v calle Cazorla - c/v calle Ibros, 3	MADRID	MADRID	28053	ENTREVIAS	PUENTE DE VALLECAS	443532	4469895	40.375847231386665	-3.6664846579530597				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4548963	Instalaci�n Deportiva Municipal B�sica Cementerio Civil			1 Pista de f�tbol sala	Metro: Garc�a NoblejasBus: 4 , 38 , 48 , 70 , 106 , 109.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fc00dedbe1d91110VgnVCM1000000b205a0aRCRD	DAROCA	AVENIDA	V	101					MADRID	MADRID	28032	PUEBLO NUEVO	CIUDAD LINEAL	446389	4474821	40.42041280188907	-3.6332470504462986				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
4556053	Instalaci�n Deportiva Municipal B�sica Cerro Blanco			1 Pista de baloncesto1 Pista de balonmano2 Pistas de petanca.	Bus: 6, 60, 78, 81.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1cb10d17980e1110VgnVCM1000000b205a0aRCRD	ALBARDIN	CALLE	V	7				c/v Cerro Blanco, 30	MADRID	MADRID	28026	ZOFIO	USERA	439308	4470362	40.37975674670092	-3.716284060235098				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4581453	Instalaci�n Deportiva Municipal B�sica Cerro Cabezuelos			1 Campo de f�tbolVestuario	Bus: 10 , 57 , 136 , 144 , 310 , 410		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2690aec7b7b2110VgnVCM1000000b205a0aRCRD	VILLALOBOS	CALLE	V	46					MADRID	MADRID	28018	PALOMERAS SURESTE	PUENTE DE VALLECAS	444754	4470313	40.379694900594856	-3.6521267878318002				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
5800623	Instalaci�n Deportiva Municipal B�sica Cerro Negro			1 Pista de baloncesto. 2 Pistas de bolos y petanca. 1 Pista de patinaje Tenis de mesa	Metro: Puente de VallecasBus: 8 , 10 , 24 , 37 , 54 , 56 , 57 , 58 , 111 , 113 , 136 , 141 , 148.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=965a3906b2f0b210VgnVCM2000000c205a0aRCRD	CERRO NEGRO	CALLE	V	5					MADRID	MADRID	28007	ADELFAS	RETIRO	443115	4472207	40.396646655094365	-3.671603413540554				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4528555	Instalaci�n Deportiva Municipal B�sica Circuito Natural Footing Retiro			1 Circuito de Footing	Metro: Retiro , AtochaBus: 1 , 2 , 9 , 15 , 19 , 20 , 26 , 28 , 51 , 52 , 74 , 146 , 202Renfe: Atocha		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2fb7dff2c201110VgnVCM1000000b205a0aRCRD	EL RETIRO	PARQUE	V						MADRID	MADRID	28014	LOS JERONIMOS	RETIRO	441685	4474285	40.4152672609971	-3.6886435123781274				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CircuitosFooting	 
95298	Instalaci�n Deportiva Municipal B�sica Circuito de Footing Casa de Campo			Circuito de footing con un recorrido de 2,5 Km.- Arranca desde el aparcamiento del Lago hasta el Pinar de las Siete Hermanas y vuelta por la antigua acequia hasta el punto de partida. No cruza ninguna v�a de autom�viles.- Contiene 14 estaciones distintas con aparatos para la realizaci�n de ejercicios.	Metro: LagoBus: 31 , 33 , 36 , 39 , 65		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f584f36ff81c010VgnVCM1000000b205a0aRCRD	CASA DE CAMPO	PARQUE	V						MADRID	MADRID	28011	CASA DE CAMPO	MONCLOA-ARAVACA	437923	4474891	40.42045376372811	-3.7330413471876964				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CircuitosFooting	 
4556885	Instalaci�n Deportiva Municipal B�sica Ciudad Pegaso I			1 Pista polideportiva	Bus: 77 , 101 , 114 , 115 , 151		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=84865f45475e1110VgnVCM1000000b205a0aRCRD	UNO	CALLE	V	S/N					MADRID	MADRID	28022	REJAS	SAN BLAS-CANILLEJAS	449707	4478028	40.44951110145051	-3.594391876070514				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4556948	Instalaci�n Deportiva Municipal B�sica Ciudad Pegaso II			3 Pistas de Petanca	Bus: 77 , 101 , 114 , 115 , 151		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b161816485e1110VgnVCM1000000b205a0aRCRD	SEIS	CALLE	V	S/N					MADRID	MADRID	28022	REJAS	SAN BLAS-CANILLEJAS	449691	4477897	40.448330002444166	-3.5945701505778493				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4557767	Instalaci�n Deportiva Municipal B�sica Ciudad Pegaso III			1 Pista polideportiva	Bus: 77		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=296b65815aae1110VgnVCM1000000b205a0aRCRD	ONCE	CALLE	V	S/N					MADRID	MADRID	28022	REJAS	SAN BLAS-CANILLEJAS	449741	4477478	40.44455842139296	-3.593947323119205				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4543802	Instalaci�n Deportiva Municipal B�sica Ciudad de Los �ngeles			2 Pistas de baloncesto1 Pista de patinaje	Metro: Villaverde Bajo CruceBus: 18 , 86 , 116Renfe: Puente Alcocer		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f346588fd3471110VgnVCM1000000b205a0aRCRD	ANOETA	CALLE	V	S/N				Parque ciudad de los �ngeles	MADRID	MADRID	28041	LOS ANGELES	VILLAVERDE	440710	4467155	40.35283994612291	-3.698205911976654				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje	 
4546507	Instalaci�n Deportiva Municipal B�sica Clara del Rey			Pista polideportiva con marcajes de f�tbol-sala.	Metro: Alfonso XIIIBus: 9 , 40 , 43 , 72 , 73		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=66bb7626aad81110VgnVCM1000000b205a0aRCRD	CLARA DEL REY	CALLE	V	61					MADRID	MADRID	28002	PROSPERIDAD	CHAMARTIN	443339	4477539	40.44656763308464	-3.668173275110258				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
4556411	Instalaci�n Deportiva Municipal B�sica Club Deportivo Alzola			1 Campo de f�tbol.	Bus: 6 , 60 , 131.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=25494bb2984e1110VgnVCM1000000b205a0aRCRD	SEGURA	CALLE	V	74				c/v Gainza, 22	MADRID	MADRID	28041	ORCASITAS	USERA	439033	4469053	40.36794449938085	-3.7193980638250013				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
6316901	Instalaci�n Deportiva Municipal B�sica Club de Petanca Esperanza de Canilllas			6 Pistas de bolos y petanca	Metro: EsperanzaBus: 120 , 122.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=50be891a12165310VgnVCM2000000c205a0aRCRD	SILVANO	CALLE	V	63				c/v Andorra	MADRID	MADRID	28043	CANILLAS	HORTALEZA	445503	4478957	40.45949540975727	-3.6427781663423575				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
11080945	Instalaci�n Deportiva Municipal B�sica Club de Petanca Peonias			3 Pistas de bolos y petanca	Metro: EsperanzaBus: 120 , 122.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=47cd4c43e20de610VgnVCM2000001f4a900aRCRD	PEONIAS	CALLE	V	2					MADRID	MADRID	28042	PALOMAS	HORTALEZA	447603	4477959	40.45064086472342	-3.6179092385151757				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
5940483	Instalaci�n Deportiva Municipal B�sica Cocheras (Ciudad Lineal)			1 Campo de f�tbol	Bus: 15 , 28 , 71 , 110 , 113 , 210.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0aca0c7f53bed210VgnVCM1000000b205a0aRCRD	SAN LAMBERTO	CALLE	V	s/n					MADRID	MADRID	28017	VENTAS	CIUDAD LINEAL	445018	4475056	40.42244010701552	-3.6494391609819576				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
4528738	Instalaci�n Deportiva Municipal B�sica Cocheras (Retiro)			2 Pistas de baloncesto 2 Pistas de patinaje (bajo el puente de Doctor Esquerdo) Tenis de mesa	Metro: Pac�fico  Bus: 8 , 10 , 24 , 37 , 54 , 56 , 57 , 136 ,141  Bicicletas:    Servicio Bicimad, para consultar la estaci�n m�s cercana, acceda al mapa de geolocalizaci�n de las estaciones		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4405ad5b81301110VgnVCM1000000b205a0aRCRD	COCHERAS	CALLE	V	1					MADRID	MADRID	28007	PACIFICO	RETIRO	442610	4472449	40.400673376887404	-3.676298173141196				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4560062	Instalaci�n Deportiva Municipal B�sica Colombia			1 Pista de patinaje	Metro: ColombiaBus: 7 , 11 , 40 , 52 , 87		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=af26de1d88402110VgnVCM1000000b205a0aRCRD	COLOMBIA	CALLE	V	59					MADRID	MADRID	28016	HISPANOAMERICA	CHAMARTIN	443369	4478989	40.457759787152014	-3.669215880508611				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje	 
4543102	Instalaci�n Deportiva Municipal B�sica Colonia Euskalduna			2 Pistas de f�tbol sala.	Metro: Villaverde bajo CruceBus: 18 , 86 , 116Cercan�as: Puente Alcocer		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c137874b8f61110VgnVCM1000000b205a0aRCRD	HERMANDAD DE DONANTES DE SANGRE	CALLE	V	7					MADRID	MADRID	28041	LOS ANGELES	VILLAVERDE	440690	4467556	40.35456935043359	-3.699754645665144				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
4543975	Instalaci�n Deportiva Municipal B�sica Colonia Marconi			2 Pistas de tenis4 Frontones cortos1 Pista polideportiva1 Pista de patinaje	Bus: 79		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b538004f7471110VgnVCM1000000b205a0aRCRD	MARCONI	AVENIDA	V	s/n					MADRID	MADRID	28021	SAN ANDRES	VILLAVERDE	441234	4465260	40.33393325295466	-3.6931253996834856				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasTenisBadminton	 
4542504	Instalaci�n Deportiva Municipal B�sica Colonia San Crist�bal de Los �ngeles			2 Pistas Polideportivas.	Metro: San Crist�balBus: 59, 79		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=adab8e71e6e61110VgnVCM1000000b205a0aRCRD	ROCAFORT	CALLE	V	s/n				Detr�s de E. I. Los Pinos.	MADRID	MADRID	28021	SAN CRISTOBAL	VILLAVERDE	441530	4466052	40.34108883895775	-3.6897253636919576				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
4581472	Instalaci�n Deportiva Municipal B�sica Colonia Sierra del Valle			1 Pista de balonmano1 Pista de baloncesto	Metro: PortazgoBus: 10 , 54 , 57 , 58 , 103 , 310		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1370aec7b7b2110VgnVCM1000000b205a0aRCRD	PAYASO FOFO	CALLE	V	7					MADRID	MADRID	28018	PALOMERAS BAJAS	PUENTE DE VALLECAS	444107	4471556	40.39084028688396	-3.6598693175789343				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4583089	Instalaci�n Deportiva Municipal B�sica Colonia los Taxistas			2 Pistas de Balonmano2 Pistas de BaloncestoTenis de mesa	Bus: 141		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=21dbde6b48db2110VgnVCM1000000b205a0aRCRD	SIERRA DE CUERDA LARGA	CALLE	V	41, 43, 45 y 47					MADRID	MADRID	28038	NUMANCIA	PUENTE DE VALLECAS	444378	4472533	40.39966893400019	-3.656750264445625				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4579784	Instalaci�n Deportiva Municipal B�sica Concejal Gabriel Fern�ndez (Parque Cu�a Verde)			1 Campo de f�tbol 2 Campos de f�tbol 7 (c�sped artificial) 2 Pistas de polideportivas (baloncesto y ecuavoley) Tenis de mesa	Metro: LagunaBus: 25 , 31 , 55 , 119 , 138.Renfe: Laguna		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=df6fb1d084ea2110VgnVCM2000000c205a0aRCRD	CUART DE POBLET	CALLE	V	6				c/v Duquesa de Parcent	MADRID	MADRID	28047	LUCERO	LATINA	436305	4472321	40.39717971610274	-3.7518546091873803				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
4548726	Instalaci�n Deportiva Municipal B�sica Conde Duque			1 Pista de f�tbol sala 1 Pista de bolos y petanca 1 Pista de chito	Metro: San Bernardo , Noviciado , Ventura Rodr�guez.Bus: 1 , 2 , 21 , 44 , 47 , 74 , 133 , 202 , C.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42fed03df9c91110VgnVCM2000000c205a0aRCRD	SANTA CRUZ DE MARCENADO	CALLE	V	21					MADRID	MADRID	28015	UNIVERSIDAD	CENTRO	439742	4475605	40.42890457185098	-3.710390334447589				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4548924	Instalaci�n Deportiva Municipal B�sica Condesa de Venadito			1 Pista de f�tbol sala 1 Pista de baloncesto 1 Pista BMX Flatland 1 Pista Skate	Bus: 11 , 21 , 53 , 70 , 114 , 115 , 122 , 200.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=000ebea9e0d91110VgnVCM1000000b205a0aRCRD	CONDESA DE VENADITO	CALLE	V	7					MADRID	MADRID	28027	SAN PASCUAL	CIUDAD LINEAL	444628	4477362	40.44505998039654	-3.652958563116748				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
6345083	Instalaci�n Deportiva Municipal B�sica Cordel de Pavones			Front�n2 Pistas de baloncesto2 Pistas polideportivasMinibasket	Metro: ValdebernardoBus: 8 , 71 , 130		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2eace1fffb1f5310VgnVCM2000000c205a0aRCRD	CORDEL DE PAVONES	CALLE	V	11					MADRID	MADRID	28032	CASCO H.VICALVARO	VICALVARO	447617	4472536	40.39990644210208	-3.6185840558372244				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
6345642	Instalaci�n Deportiva Municipal B�sica Cordel de Pavones I			1 Pista de tenis 4 Pistas de p�del 3 Tenis de mesa	Metro: Vic�lvaroBus: 4 , 100 , 106 , 130		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b541c4c4222f5310VgnVCM2000000c205a0aRCRD	CORDEL DE PAVONES	CALLE	V	9					MADRID	MADRID	28032	AMBROZ	VICALVARO	448471	4473573	40.40930182229157	-3.608605091516184				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
5935266	Instalaci�n Deportiva Municipal B�sica Corregidor Diego de Valderr�bano			2 Pistas de baloncestoPista de f�tbol sala.	Metro: Estrella.Bus: 8 , 20 , 30 , 32 , 113.		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f796e6292bdd210VgnVCM1000000b205a0aRCRD	CORREGIDOR DIEGO DE VALDERRABANO	CALLE	V	24					MADRID	MADRID	28030	MEDIA LEGUA	MORATALAZ	444207	4473615	40.40940474947577	-3.6588602502598873				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
5785030	Instalaci�n Deportiva Municipal B�sica Cuevas de Almanzora			1 Pista de f�tbol sala.	Metro: ManoterasBus: 7 , 29 , 129		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=467ce76a0948a210VgnVCM2000000c205a0aRCRD	MOJACAR	CALLE	V	2					MADRID	MADRID	28033	APOSTOL SANTIAGO	HORTALEZA	444216	4481177	40.47940888739177	-3.658140197005035				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas	 
4629952	Instalaci�n Deportiva Municipal B�sica Cu�a Verde			2 Pistas de   baloncesto  2 Pistas polideportivas 3 Tenis de mesa	Metro: Valdezarza Bus: 128		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbf0dfd39c794110VgnVCM1000000b205a0aRCRD	CU�A VERDE VILLAAMIL	INST. DEPORTIVA BASICA	T	126					MADRID	MADRID			DISTRITO	439663	4479898	40.46756884233495	-3.7117310848273233				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
4669898	Instalaci�n Deportiva Municipal B�sica C�rcavas Oeste I			1 Pista de baloncesto.	Bus: 87		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88018a43c67c5110VgnVCM1000000b205a0aRCRD	CARMEN RICO GODOY	CALLE	V	40					MADRID	MADRID	28055	VALDEFUENTES	HORTALEZA	446141	4481243	40.48013725057699	-3.635430388203537				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
6335547	Instalaci�n Deportiva Municipal B�sica C�rcavas Oeste II			1 Pista polideportiva	Bus: 87		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c65b0f74158c5310VgnVCM1000000b205a0aRCRD	SAN ANDRES DE RABANEDO	CALLE	V	1					MADRID	MADRID	28055	VALDEFUENTES	HORTALEZA	446216	4481325	40.48087402947953	-3.6345699273053054				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
4555783	Instalaci�n Deportiva Municipal B�sica David Gonz�lez Rubio			2 Campos de f�tbol1 Pista polideportiva1 Pista de balonmano	Bus: 81 , 121		0	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=948631437ffd1110VgnVCM1000000b205a0aRCRD	DOCTOR TOLOSA LATOUR	CALLE	V	6-10				Parque Pradolongo	MADRID	MADRID	28041	ORCASUR	USERA	440495	4469851	40.375239149670676	-3.702253695777978				/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol	 
