PK	NOMBRE	DESCRIPCION-ENTIDAD	HORARIO	EQUIPAMIENTO	TRANSPORTE	DESCRIPCION	ACCESIBILIDAD	CONTENT-URL	NOMBRE-VIA	CLASE-VIAL	TIPO-NUM	NUM	PLANTA	PUERTA	ESCALERAS	ORIENTACION	LOCALIDAD	PROVINCIA	CODIGO-POSTAL	BARRIO	DISTRITO	COORDENADA-X	COORDENADA-Y	LATITUD	LONGITUD	TELEFONO	FAX	EMAIL	TIPO	
7955	Embajada de Alemania				Metro: Rub�n Dar�o (l�nea 5).  Bus: 14, 150, 27, 45, 5, 7.  Aparcamiento: Calle Almagro, 11.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f08ef3216571c010VgnVCM1000000b205a0aRCRD	FORTUNY	CALLE	V	8					MADRID	MADRID	28010	ALMAGRO	CHAMBERI	441404	4475708	40.429948081680884	-3.6908092066734293	915 579 000	913 102 104	Zreg@MADRI.Auswaertiges-Amt.de	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
27401	Embajada de Andorra				Metro: Retiro (l�nea 2).  Renfe: Recoletos (l�neas C1, C2, C7, C10).  Bus: 28, 1, 146, 15, 19, 2, 20, 51, 52, 74, 9.  Bicimad: Estaciones 60 (Plaza de la Independencia 6) y 107 (calle Serrano, 6).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=679d059cb751c010VgnVCM2000000c205a0aRCRD	ALCALA	CALLE	V	73					MADRID	MADRID	28009	RECOLETOS	SALAMANCA	441686	4474654	40.420463942385524	-3.6873880759267004	914 317 453 / 914 317 835	915 776 341	embajada@embajadaandorra.es	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7853	Embajada de Angola				Metro: N��ez de Balboa (l�nea 5, 9).  Bus: 1, 19, 51, 74, 9.  Bicimad: Estaci�n 103 (calle de Ortega y Gasset, 6).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7af493e5fd61c010VgnVCM1000000b205a0aRCRD	LAGASCA	CALLE	V	88	2				MADRID	MADRID	28001	CASTELLANA	SALAMANCA	441918	4475700	40.42991206232817	-3.6847491581278606	914 356 166	915 779 010	gabembajador@embajadadeangola.com	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7854	Embajada de Arabia Saud�				Bus: 107, 29, 7, 70.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d0593e5fd61c010VgnVCM1000000b205a0aRCRD	DOCTOR ALVAREZ SIERRA	CALLE	V	3					MADRID	MADRID	28033	COSTILLARES	CIUDAD LINEAL	443449	4479881	40.467682054006126	-3.6670731436438135	913 834 300 / 913 832 229	913 021 145 / 917 667 338 (Secci�n Consular)	info@arabiasaudi.org	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7855	Embajada de Argelia				Metro: N��ez de Balboa (l�neas 5, 9), Gregorio Mara�on (l�neas 7 y 10).  Bus: 16, 19, 51, 9, 61.  Bicimad: Estaci�nes 190 (Vel�zquez, 91) y 141 (Paseo de la Castellana, 43).  Aparcamiento: Serrano I (62), calle Serrano entre Hermanos Becquer y Mar�s de Villamejor.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f1593e5fd61c010VgnVCM1000000b205a0aRCRD	GENERAL ORAA	CALLE	V	12					MADRID	MADRID	28006	CASTELLANA	SALAMANCA	441827	4476399	40.43620263089244	-3.685885895310761	915 629 877		embargel@tsai.es	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7856	Embajada de Argentina				Metro: Alonso Mart�nez  (L�neas 4, 5 y 10).  Bus: 7, 21, C03, 37, 3, 14, 150, 27, 45, 5.  Bicimad: Estaci�n 8 (Plaza Alonso Martinez 5).  Aparcamiento: Calle Almagro, 11.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=223593e5fd61c010VgnVCM1000000b205a0aRCRD	FERNANDO EL SANTO	CALLE	V	15	1.�				MADRID	MADRID	28010	ALMAGRO	CHAMBERI	441245	4475517	40.42822303456559	-3.692664355978796	917 710 500 / 917 710 519	917 710 526	eespa@mrecic.gov.ar	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
6320109	Embajada de Armenia				Metro: �pera (l�neas 2, 5, R).  Bus: 31, 50, 65.  Bicimad: Estaci�n 166 (calle Segovia, 26).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=938a69858cb75310VgnVCM2000000c205a0aRCRD	MAYOR	CALLE	V	81				Entrada derecha	MADRID	MADRID	28013	PALACIO	CENTRO	439435	4474058	40.41494312060603	-3.7138636213185077	915 422 627	915 591 806	emb@armspain.es, consul@armspain.es	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7857	Embajada de Australia				Metro: Bego�a (l�nea 10), Chamart�n (l�neas 1, 10).  Bus: 124, 134, 135, 173, 175, 176, 178, 67, 147, 174, 66.  Cercan�as Renfe: Chamart�n (l�neas C1, C2, C3, C4, C7, C8, C10).  Bicimad: Estaci�n 248 (torre Cepsa Sinesio Delgado).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b44593e5fd61c010VgnVCM1000000b205a0aRCRD	CASTELLANA	PASEO	V	259	24		D	Torre Espacio	MADRID	MADRID	28046	LA PAZ	FUENCARRAL-EL PARDO	441744	4480809	40.47592404926307	-3.6872691224974417	913 536 600 / Asuntos Consulares: 913 536 690 / Asuntos Comerciales: 913 536 676	913 536 692 / Asuntos Comerciales: 914 423 885		/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7858	Embajada de Austria				Metro: Santiago Bernabeu (l�nea 10), Nuevos Ministerios (l�neas 6, 8, 10).  Bus: 126, 14, 147, 150, 27, 40, 120, 43.  Cercan�as RENFE: Nuevos Ministerios (l�neas C1, C2, C3, C4, C7, C10).  Bicimad: Estaciones 150 (paseo de la Castellana, 124) y 153 (avenida del General Per�n, 36).	Asuntos Comerciales:   Calle Orense, 11 6.&amp;ordf;. Tel�fono 915 564 358. Fax: 915 569 991. Correo electr�nico: madrid@advantageaustria.org	3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=475593e5fd61c010VgnVCM1000000b205a0aRCRD	CASTELLANA	PASEO	V	91	9.�				MADRID	MADRID	28046	CUATRO CAMINOS	TETUAN	448099	4471549	40.45055668619461	-3.691480118133545	915 565 315	915 973 579	madrid-ob@bmeia.gv.at	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
4638218	Embajada de Azerbaiy�n						3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a6668422183f4110VgnVCM1000000b205a0aRCRD	AVUTARDA	RONDA	V	38					MADRID	MADRID	28043	PIOVERA	HORTALEZA	446038	4478353	40.4540892361614	-3.636405328358573	917 596 010 / 917 489 776 (Secci�n Consular)	917 597 056	madrid@mission.mfa.gov.az	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
33197	Embajada de Bangladesh				Metro: Arturo Soria (l�nea 4).  Bus: 120, 122, 11, 70.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f9ad059cb751c010VgnVCM2000000c205a0aRCRD	MANUEL MARA��N	CALLE	V	13					MADRID	MADRID	28043	COLINA	CIUDAD LINEAL	444398	4478723	40.45731428368615	-3.65577802621038	914 019 932 / 913 092 735	914 029 564	bdembm01@gmail.com	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
61821	Embajada de Belarus				Metro: Pinar de Chamart�n (l�neas 1, 4 y ML1).  Bus: 125, 129, 150.  Cercan�as Renfe: Fuente de la Mora (l�neas C1, C10).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=53ac8ed67151c010VgnVCM2000000c205a0aRCRD	CALERUEGA	CALLE	V	81	2	A			MADRID	MADRID	28033	COSTILLARES	CIUDAD LINEAL	443375	4481617	40.48331995261287	-3.668097020513215	917 128 323		spain@mfa.gov.by	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7860	Embajada de Bolivia				Bus: 82.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c7593e5fd61c010VgnVCM1000000b205a0aRCRD	GUISANDO	CALLE	V	27					MADRID	MADRID	28035	CIUDAD UNIVERSITARIA	MONCLOA-ARAVACA	437955	4480417	40.472122704189225	-3.731927690209909	915 780 835	915 773 946	embolivia-madrid@rree.gov.bo	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7967	Embajada de Bosnia y Herzegovina				Metro: Retiro (l�nea 2), Serrano (l�nea 4).  Bus: 1, 19, 51, 74, 9.  Cercan�as Renfe: Recoletos (C1, C2, C7, C10).  Bicimad: Estaci�n 95 (calle Claudio Coello 19).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=839ef3216571c010VgnVCM1000000b205a0aRCRD	LAGASCA	CALLE	V	20	2.�	Izquierda			MADRID	MADRID	28001	RECOLETOS	SALAMANCA	441838	4474850	40.42224925491233	-3.6856144842883563	915 750 870	914 355 056	emb.bih.mad@gmail.com	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7861	Embajada de Brasil				Metro: Alonso Mart�nez (l�neas 4, 5 y 10).  Bus: 7, 3, 21, C03, 37.  Bicimad: Estaci�n 8 (plaza de Alonso Martinez 5).	Asuntos Comerciales, Econ�micos y Energ�a:   Direcci�n: Calle Almagro 28, 6.&amp;ordm;, 28010, Madrid Tel�fono: 917 020 635 / 917 020 654 Fax: 913 101 838 Email: secom.madrid@itamaraty.gov.br; economico.madrid@itamaraty.gov.br.    Asuntos culturales, prensa y divulgaci�n:   Direcci�n: Calle Almagro 28, 6.&amp;ordm;, 28010, Madrid Tel�fono: 913 198 970 / 913 199 671. Email: c ultural.madrid@itamaraty.gov.br; prensa.madrid@itamaraty.gov.br.	3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe8593e5fd61c010VgnVCM1000000b205a0aRCRD	FERNANDO EL SANTO	CALLE	V	6					MADRID	MADRID	28010	ALMAGRO	CHAMBERI	441099	4475509	40.42813385533694	-3.6943862723970384	917 004 650	917 004 660	brasemb.madrid@itamaraty.gov.br	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7862	Embajada de Bulgaria				Metro: P�o XII (l�nea 9).  Bus: 52.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=81a593e5fd61c010VgnVCM1000000b205a0aRCRD	SANTA MARIA MAGDALENA	TRAVESIA	V	15					MADRID	MADRID	28016	NUEVA ESPA�A	CHAMARTIN	443138	4479269	40.46214764815634	-3.6706866071808317	913 455 761 / 913 456 651	913 591 201	embulmad@yahoo.es	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7859	Embajada de B�lgica				Metro: Col�n (l�nea 4), Rub�n Dar�o (l�nea 5).  Bus: 14, 150, 27, 45, 5, 1, 19, 51, 74, 9.  Bicimad: Estaciones 104 (paseo de la Castellana, 4) y 105 (calle Serrano, 54).  Aparcamiento: Serrano II (39), calle Serrano entre Ortega y Gasset y Hermosilla.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d96593e5fd61c010VgnVCM1000000b205a0aRCRD	CASTELLANA	PASEO	V	18	6.�				MADRID	MADRID	28046	RECOLETOS	SALAMANCA	441556	4475560	40.428625519984514	-3.6890037404933405	915 776 300	914 318 166	madrid@diplobel.fed.be	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
5760255	Embajada de Cabo Verde				Metro: Avenida de Am�rica (l�neas 4, 6, 7, 9).  Bus: 29, 52, 12, 72, 73, C1.  Bicimad: Estaci�n 194 (Francisco Silvela, 86).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7fd6c5b589bc9210VgnVCM1000000b205a0aRCRD	PRINCIPE DE VERGARA	CALLE	V	93	1.�	A-B			MADRID	MADRID	28006	CASTELLANA	SALAMANCA	442378	4476452	40.43671844016731	-3.679394598170634	915 702 568	915 702 563	emb.cavoverde@netcabo.pt	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7863	Embajada de Camer�n				Metro: Valdeacederas (l�nea 1), Cuzco (l�nea 10), Plaza de Castilla (l�nea 1, 9, 10).  Bus: 149, 147, 27, 5.  Bicimad: Estaciones 156 (calle Sor �ngela de la Cruz, 2) y 157 (paseo de la Castellana, 164).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=14b593e5fd61c010VgnVCM1000000b205a0aRCRD	ROSARIO PINO	CALLE	V	3					MADRID	MADRID	28020	CASTILLEJOS	TETUAN	441413	4479259	40.46193772299665	-3.691030654751275	915 711 160	915 712 504	ambacammadrid@telefonica.net	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7864	Embajada de Canad�				Metro: Bego�a (l�nea 10), Chamart�n (l�neas 1, 10).  Bus: 124, 134, 135, 173, 175, 176, 178, 67, 147, 174, 66.  Cercan�as Renfe: Chamart�n (l�neas C1, C2, C3, C4, C7, C8, C10).  Bicimad: Estaci�n 248 (Torre Cepsa, Sinesio Delgado).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a6c593e5fd61c010VgnVCM1000000b205a0aRCRD	CASTELLANA	PASEO	V	259				D (Torre Espacio)	MADRID	MADRID	28046	LA PAZ	FUENCARRAL-EL PARDO	441820	4481162	40.47910934549671	-3.68640496729094	913 828 400	913 828 490	MDRIDG@international.gc.ca	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7871	Embajada de Chile				Metro: N��ez de Balboa (l�nea 5, 9), Serrano (l�nea 4).  Bus: 1, 19, 51, 74, 9.  Bicimad: Estaciones 88 (Calle Vel�zquez 75) y 103 (calle Ortega y Gasset, 6).	Agregadur�a Militar:   Direcci�n: Paseo de la Castellana 91, 4.&amp;ordm; (Edificio Centro 23, 4.&amp;ordm;), 28046, Madrid. Tel�fono: 915 559 853. Fax: 915 554 559. Correo: amchee@ejercito.cl.   Agregadur�a Comercial:   Direcci�n: Calle Vel�zquez, 80 1.&amp;ordm; izquierda. Tel�fono: 914 357 834. Fax: 914 350 413. Correo: prochilespain@prochile.gob.cl.	3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=16aef3216571c010VgnVCM1000000b205a0aRCRD	LAGASCA	CALLE	V	88	6.�	Derecha			MADRID	MADRID	28001	CASTELLANA	SALAMANCA	441918	4475700	40.42991199250328	-3.6847609466814806	914 319 160	915 775 560	echile.espana@minrel.gov.cll	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7872	Embajada de China				Metro: Arturo Soria (l�nea 4). Bus: 11, 122, 70.	Asuntos Consulares:  Direcci�n: Calle Josefa Valc�rcel 40, 1&amp;ordm;, 28027, Madrid. Tel�fono: 917 414 728. Fax: 917 414 793. Email: consuladochino@hotmail.com.   Asuntos de Prensa:  Tel�fono: 915 193 680. Fax: 915 192 035.   Agregadur�a Militar:  Tel�fono: 915 193 192. Fax: 915 192 035.   Asuntos Comerciales:  Direcci�n: Avenida de Ahones 1, 28043, Madrid. Tel�fono: 912 342 244 / 912 342 288. Fax: 915 194 675. Email: es@mofcom.gov.cn. P�gina web: http://es.mofcom.gov.cn.   Asuntos Culturales   Direcci�n: Calle Cascanueces 21, 28043, Madrid. Tel�fono: 913 000 941. Fax: 913 001 081. P�gina web: http://www.cultura-china.com.	3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a8bef3216571c010VgnVCM1000000b205a0aRCRD	ARTURO SORIA	CALLE	V	113					MADRID	MADRID	28043	SAN JUAN BAUTISTA	CIUDAD LINEAL	444622	4478087	40.45159983039448	-3.6530808256748477	915 194 242 / 915 193 672	915 192 035	chinaemb_es@mfa.gov.cn	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7963	Embajada de Chipre				Metro: Gregorio Mara��n (l�neas 7, 10), Rub�n Dar�o (l�nea 5). Bus: 16, 5, 61, 147, 40, 7, 14, 150, 27, 45. Bicimad: Estaci�n 141 (paseo de la Castellana, 43).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3bcef3216571c010VgnVCM1000000b205a0aRCRD	CASTELLANA	PASEO	V	45				4-5	MADRID	MADRID	28046	ALMAGRO	CHAMBERI	441505	4476346	40.4357025961309	-3.6896772816624206	915 783 114 / 915 783 117 / 915 751 110	915 782 189	madridembassy@mfa.gov.cy	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7865	Embajada de Colombia				Metro: Rub�n Dar�o (l�nea 5), Gregorio Mara��n (l�neas 7 y 10).  Bus: 16, 5, 61, 147, 40, 7, 14, 150, 27, 45.  Bicimad: Estaci�n 141 (Paseo de la Castellana, 43).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=39d593e5fd61c010VgnVCM1000000b205a0aRCRD	GENERAL MARTINEZ CAMPOS	PASEO	V	48					MADRID	MADRID	28010	ALMAGRO	CHAMBERI	441477	4476274	40.435042937705084	-3.6900124559407823	917 004 770	913 102 869	emadrid@cancilleria.gov.co	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7645265	Embajada de Congo				Metro: Plaza de Castilla (l�nea 1, 9, 10).  Bus: 147, 27, 5, 149.  Bicimad: Estaci�n 209 (plaza de Castilla, 2).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d148838209c98410VgnVCM2000000c205a0aRCRD	DOCTOR FLEMING	CALLE	V	45	1.�	F			MADRID	MADRID	28036	NUEVA ESPA�A	CHAMARTIN	441680	4479338	40.46267526644442	-3.687880936282099	917 332 647	913 231 575	info@ambardemadrid.com	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7868	Embajada de Costa Rica				Metro: Alonso Cano (l�nea 7), Gregorio Mara��n (l�neas 7, 10), Rios Rosas (l�nea 1), Nuevos Ministerios (l�neas 6, 8 y 10).  Bus: 12, 45, 5.  Cercan�as Renfe: Nuevos Ministerios (l�neas C1, C2, C3, C4, C10 y Regional).  Bicimad: Estaciones 134 (calle Mar�a de Guzm�n, 58) y 135 (plaza San Juan de la Cruz, 11).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e20ff3216571c010VgnVCM1000000b205a0aRCRD	RIOS ROSAS	CALLE	V	54	BAJA	DERECHA			MADRID	MADRID	28003	RIOS ROSAS	CHAMBERI	441017	4476999	40.441550649362455	-3.695491196074582	913 459 622 / 913 459 521	913 533 709	embcr-es@rree.go.cr	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7867	Embajada de Costa de Marfil				Metro: Rep�blica Argentina (l�nea 6), Nuevos Ministerios (l�neas 6, 8, 10).  Bus: 16, 19, 51, C1, C2, 7.  Cercan�as Renfe: Nuevos Ministerios (l�neas C1, C2, C3, C4, C7, C10).  Bicimad: Estaci�n 137 (plaza de la Rep�blica Argentina, 6-7).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=50fef3216571c010VgnVCM1000000b205a0aRCRD	SERRANO	CALLE	V	154					MADRID	MADRID	28006	EL VISO	CHAMARTIN	441864	4477305	40.44436689148431	-3.685532581089074	915 626 916	915 622 193	nfo@espagne.diplomatie.gouv.ci	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
17846	Embajada de Croacia				Metro: Rub�n Dar�o (l�nea 5), N��ez de Balboa (l�neas 5, 9).  Bus: 1, 74, 19, 51, 9.  Bicimad: Estaci�n 103 (calle Ortega y Gasset 6).  Aparcamiento: Serrano II (39) calle Serrano entre Ortega y Gasset y Hermosilla.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=399c7d448b51c010VgnVCM2000000c205a0aRCRD	CLAUDIO COELLO	CALLE	V	78				2	MADRID	MADRID	28001	CASTELLANA	SALAMANCA	441847	4475711	40.43000619511413	-3.685587151651725	915 776 881	915 776 905	croemb.madrid@mvep.hr	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7869	Embajada de Cuba				Metro: P�o XII (l�nea 9).  Bus: 14, 150.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=751ff3216571c010VgnVCM1000000b205a0aRCRD	LA HABANA	PASEO	V	194					MADRID	MADRID	28036	NUEVA ESPA�A	CHAMARTIN	442323	4479260	40.46201039787292	-3.680298066003204	913 592 500	913 596 145	secreembajada@ecubamad.com	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7873	Embajada de Dinamarca				Metro: Serrano (l�nea 4).  Bus: 21, 53, 1, 19, 51, 74, 9.  Cercan�as Renfe: Recoletos (l�neas C1, C2, C7 y C10).  Bicimad: Estaci�n 106 a y b (calle Serrano, 34).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=082ff3216571c010VgnVCM1000000b205a0aRCRD	SERRANO	CALLE	V	26	7.�				MADRID	MADRID	28001	RECOLETOS	SALAMANCA	441648	4475067	40.42419079459679	-3.6878739673021554	914 318 445	914 319 168	madamb@um.dk	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
77715	Embajada de Ecuador				Metro: N��ez de Balboa (l�neas 5 y 9), Avenida de Am�rica (l�neas 4, 6, 7, 9).  Bus: 61, 19, 51, 9, 12.  Bicimad: Estaci�n 190 (Vel�zquez, 91).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dad8ed67151c010VgnVCM2000000c205a0aRCRD	VELAZQUEZ	CALLE	V	114	2	Derecha			MADRID	MADRID	28006	CASTELLANA	SALAMANCA	442066	4476352	40.435795915806075	-3.683063883088262	915 627 215 / 915 627 216	917 450 244	embajadaecuador@mecuador.es	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7875	Embajada de Egipto				Metro: N��ez de Balboa (l�neas 5, 9).  Bus: 1, 19, 51, 74, 9.  Bicimad: Estaci�n 88 (Calle Vel�zquez 75).  Aparcamiento: calle Vel�zquez y Juan Bravo.	Asuntos Consulares:  Direcci�n: calle Vel�zquez 69, 28006, Madrid. Tel�fono: 915 776 310. Fax: 915 781 732.  consuladoegiptomadrid@gmail.com.   Asuntos Comerciales:  Direcci�n: calle Vel�zquez 101, 28006, Madrid. Tel�fono: 914 116 445. Fax: 914 116 146.   Agregadur�a de Defensa:  Direcci�n: calle L�pez Puigcerver 22, 28035, Madrid. Tel�fono: 913 162 830. Fax: 913 733 070. Telex: 45393-HAMS.   Asuntos Culturales:  Direcci�n: calle Francisco de As�s M�ndez Casariego 1, 28002, Madrid. Tel�fono: 915 639 468. Fax: 915 638 640.   Asuntos de Prensa   Direcci�n: calle Vel�zquez 69, 28006, Madrid. Tel�fono: 915  758 764.	3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a3ff3216571c010VgnVCM1000000b205a0aRCRD	VELAZQUEZ	CALLE	V	69					MADRID	MADRID	28006	CASTELLANA	SALAMANCA	441995	4475803	40.4308453094989	-3.683850838409026	915 776 308 / 915 776 309	915 781 732		/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
126924	Embajada de El Salvador				Metro: Cuzco (l�nea 10), Plaza de Castilla (l�neas 1, 9 y 10).  Bus: 147, 27, 5, 11, 40.  Bicimad: Estaci�n 157 (paseo de las Castellana, 164).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=83f38899fc81c010VgnVCM1000000b205a0aRCRD	CASTELLANA	PASEO	V	178	1	D			MADRID	MADRID	28046	NUEVA ESPA�A	CHAMARTIN	441575	4479134	40.4608230762265	-3.689108497357059	917 607 846	915 630 584	embasalva@embasalva.com	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
7877	Embajada de Emiratos �rabes Unidos				Bus: 11, 114, 115, 200, 21, 70.		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d4ff3216571c010VgnVCM1000000b205a0aRCRD	HERNANDEZ DE TEJADA	CALLE	V	7					MADRID	MADRID	28027	SAN PASCUAL	CIUDAD LINEAL	444810	4477611	40.44732421323511	-3.650834273921257	915 701 001 / 915 701 002 / 915 701 003 / 915 701 004	915 715 176	madrid@mofa.gov.ae	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
17848	Embajada de Eslovaquia				Metro: Gregorio Mara��n (l�neas 7, 10), Rep�blica Argentina (l�nea 6).  Bus: 16, 19, 51, 9, 12.  Bicimad: Estaci�n 250 (calle Serrano, 113).		3	http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=73ec7d448b51c010VgnVCM2000000c205a0aRCRD	PINAR	CALLE	V	20					MADRID	MADRID	28006	EL VISO	CHAMARTIN	441714	4476725	40.439131480262496	-3.6872480288401794	915 903 861 / 915 903 867 (asuntos consulares)	915 903 868	emb.madrid@mzv.sk	/contenido/entidadesYorganismos/OrganismosInternacionales/EmbajadasConsulados	 
